date,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49
2000-01-03,45.048074592534114,771.883289970938,308.16792995919985,343.3129839237319,930.1462921425016,597.7018285462635,123.84810225434775,286.04454187013124,611.5970240405583,468.1336060904555,250.3832096372958,740.9680222887275,600.4087936520323,709.7896682373663,321.25397274718824,720.7302501377274,80.13632096440672,563.1856349403497,440.57348128587205,265.12299434557434,377.7843912511349,972.9500208115278,636.8717452662281,210.7369571717331,283.3328677125796,741.8105328105876,704.8166034864346,657.1933675582994,134.73343318983538,854.4991449017684,203.6070468146349,906.1658049446921,834.2720593496156,36.5458382781058,805.2043330533622,859.6431859937688,927.7883009817298,28.304719693523868,131.19686071031794,80.34179844462523,105.23244146925812,546.4664877162695,268.87125201211506,980.2131198665362,862.5281829959863,773.5444499040839,549.2291951605273,893.1384910631243,501.79196316455955,253.1692894881153
2000-01-04,45.4905158729308,771.7707903862463,304.6740206889968,343.1130933855966,929.8742162877995,639.694389260296,127.72137848493107,278.16758045211617,623.127723158143,535.8100043333791,248.9693046042854,746.4993282050852,603.3067977569985,705.7913325042617,322.197880013126,694.7752471760052,83.70840435989193,597.5447679930909,441.09763835715074,263.23366103372774,377.64895227660685,994.1368138024621,628.1364512892678,198.581039575074,282.86093483594567,759.759414795956,670.4484303649227,665.6814535104239,131.07016802234577,854.961626950195,184.27469792089948,973.165894322567,829.7272582969413,36.85557596121951,811.8412589830721,872.8068247235483,939.4539603430769,28.603559345003465,123.57425325273981,81.14369696921673,99.21493338629239,545.7236611562788,256.3484231483049,1016.9442639083762,831.7044297867924,773.5838852559382,544.5644938698316,902.7691599480028,513.814043793207,226.92488673015302
2000-01-05,46.68076562418193,774.2351683110302,301.34891428254826,343.25232437890656,930.563359946583,612.5256789416471,128.02081231382297,277.9917839908319,595.5333439615157,509.3687352253565,249.66244340894983,742.5809151767836,588.3554645172536,701.8514166117629,330.15023033353407,709.0541478493668,81.59267915663108,574.2984768737033,441.56310321825043,263.71135329538305,361.96398170552806,999.0116106804925,665.130771080914,203.19071864341495,283.04931500942183,759.6380247967764,741.2985540751539,685.0449657203858,134.83159558075934,917.0515973776355,205.9917385681406,914.4996045232854,863.8026181325336,37.702097712701224,805.6319969301,912.7164636318927,958.0268241732715,26.243201772139454,134.6501427376985,81.7754470692298,106.7660730123517,521.9322622798408,270.8337238521994,979.9350061322322,876.748537577071,769.450523247591,545.0096069735215,903.5195339234543,500.4539356951371,258.0686865225933
2000-01-06,45.749412545754886,773.2715466041718,297.7837088283604,342.75028792462433,931.2892167316905,651.562764953051,119.33216543194014,283.7440800085891,614.635088470177,446.11898685882846,250.4662499599245,736.9116684771808,599.3199223657534,707.2966669415185,311.97600988389047,725.0434821821274,82.89190324754541,605.1442155122963,442.45534547035226,263.4903743537755,372.2664455721649,988.6962387415556,684.0234990576649,196.10192545021783,287.1712304909996,765.0381660909445,719.8681974909861,665.4083070668817,125.0481608819684,852.5455280653215,187.1703887324743,902.2563683257418,905.8303162175979,37.609097853672374,812.4782596852281,887.1011257738811,976.4162272043037,28.349163630026542,119.77173054557248,81.92715380381676,100.10666732081444,562.0410334752207,271.05717500347805,950.499643327892,774.540897644394,772.3083155282949,541.0583462432896,892.373906166992,502.9822952859902,260.4633605257565
2000-01-07,46.000698389456396,771.9297511867741,301.53095037326426,345.97700181231204,930.2226848411763,643.5818754652289,128.367422822141,273.9110600228445,606.3789807866816,477.46031108249565,250.67296463571512,771.2253598144267,587.7460339561535,708.5571661008065,316.36567657050796,726.698739942382,82.04772224774223,557.2297924605838,448.48867803181156,264.38161376970254,396.2244614343562,979.1066556654462,633.7732481024447,207.82325613533277,289.5734499498197,763.7868693683581,739.1886330266752,681.1683703222884,130.1022522018769,720.6775480540724,186.62229922970465,923.843875171118,835.944582734259,37.79789647242056,812.3573074558495,871.3284702444028,971.8088285585297,27.026000840455765,133.36658970552338,81.87892078544701,103.30764168313193,486.88835056455264,258.88094294788294,997.1524170065019,856.3883503319121,772.4655152891967,543.5693937988207,899.4491418585297,512.9680071620525,243.78662258710807
2000-01-10,45.88508611719567,769.6525056265997,299.0875185682859,344.99700526001834,931.4272082906663,666.3822597737593,131.72947691940468,279.72248018376104,603.9596275977885,460.1584115503205,249.67013351125553,742.204177912441,604.5457628939919,704.9815055357615,312.5359561246832,717.5074791031864,82.31392356042795,617.384832547508,445.9025024670253,264.1061022595294,365.7246736167201,979.5064681143134,628.0990244976186,204.66683736094038,285.05497039007594,739.3443957112198,807.9824771078004,691.6436527375771,130.900433366177,823.4897167676995,186.4445736246526,943.2345994528515,802.5592113172355,37.319341125167014,813.2502214831758,848.330176065754,957.994111630352,28.293636539442737,136.01048732773612,80.95609363651418,105.29583876993705,553.5412468413647,267.26205645990217,997.9966884221044,803.1353012530735,771.2246380566559,547.8104002185689,904.8768456472757,517.7444516982002,257.49308610262136
2000-01-11,47.92694282569242,775.200797594196,299.51655441261795,344.3555513261948,931.3950265781885,599.4563544548187,129.42671731269616,287.78849736282166,607.3441946156141,470.1101721183812,250.1996384418121,751.4633016127887,589.4157202866552,703.8780894513025,322.43320611914174,713.5837630912596,82.84568137600056,554.4904605454633,445.2795667638113,265.20825904135654,397.097741961911,997.9686608761004,682.1589293353164,211.31904571009017,286.65333660889326,725.2759611042535,692.2249398287402,645.7679444258571,118.79187984518154,917.5680863604589,205.69000389519545,943.2463286132864,890.4470628621896,37.55143607288896,806.6835516018549,887.0230475321482,942.0340408944695,28.600369778071105,126.52511024963204,81.92165350421516,102.47337567361264,543.5727250156679,273.3800139994101,1067.0314469328055,822.9773268240251,772.7803642468901,543.4695775154178,903.50848847484,487.31458489430025,265.0088297770829
2000-01-12,47.79343554287188,772.5266565037297,300.00710666126446,343.51460180036713,932.4034168989723,617.4054505801964,137.56701536813551,275.9658667341041,636.7822232553413,490.1374676387969,251.24511871903212,736.635912056624,602.6472789369194,702.4007710011011,322.23977805373875,697.8969538798427,81.46710369656529,620.7720517106475,435.68647458806674,269.91342735234093,369.2094678265525,1000.5405946395545,666.8516303652927,206.20990296491527,298.38922849928315,738.7799495359681,723.5722712661809,685.155169754719,138.84231336349333,791.3301123088836,205.65921295888427,911.6442796086307,938.8916397995647,37.25837735356765,794.5966332542245,828.9656321521039,940.4574894797971,26.51248241526188,133.74779672132004,82.45779179686323,96.97288273820895,558.6562125801485,285.22853786227165,968.394410811028,836.8746104266475,771.8685512195622,551.2532090996975,908.1625513322068,500.7122917398591,262.75974659354785
2000-01-13,47.19724141495087,772.8489446630375,304.4567468395666,343.6689590963682,932.153121039755,665.6585122019662,125.5151926306369,279.1453496931936,652.1601017632288,466.21088997452,250.4724577918987,741.1773370394374,606.0306203546078,702.8499721628151,318.29344333981174,706.1719621475462,80.65037842372251,552.8851629729197,441.16666641954674,263.8709055967578,373.8727470532699,997.8311231478285,693.392637298938,206.34292662825425,285.60404092562374,728.9046391898014,727.325235743468,632.8755200857055,126.10947822053329,768.5891182439138,190.77882723890355,944.2163559588614,861.5543519720708,37.92921979754717,804.9818104306247,865.8265302616151,1003.2115423107026,29.51440958598923,130.44227366432375,81.833892368543,106.27003733802421,532.0895952530261,259.8102455440477,965.8970291205057,856.3951234790086,773.071548941199,538.6463333938318,907.5267259765781,497.98169685341,258.00016273448495
2000-01-14,47.092775879630786,769.9605163673158,308.3444837302655,345.889271480301,931.7663614031254,631.2469922810723,129.32586762519185,291.537201311437,568.8918189795801,458.5923206648645,250.74188309242203,768.6195825057031,589.4052278316796,697.8882667680366,330.9942604673746,750.0863740167757,83.48782061572986,582.6212888941027,439.77769382919064,262.97522318850844,362.87498167102353,1014.2974156649296,685.946020134243,203.1044604119049,271.20386068215566,756.145935978495,748.3366512506849,662.0815267891734,127.41317610114145,886.4958927658987,187.12396532207873,909.7021954598372,890.3497265563828,37.75633431820106,806.3068970444397,826.9331579048879,949.2124569194577,28.661811075718777,126.54098941099898,81.742890821709,106.47647230398499,545.4501645437235,268.6512811813754,948.7377947784382,839.5116003822598,776.1901014179641,547.9601642403968,910.5688493766717,460.8559859701875,270.3327949487616
