date,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49
2000-01-03,763.3226978699483,725.9281165428176,199.8328527310346,526.8419520953003,165.02268869337223,705.5108168438,531.604357246494,648.2486828701188,632.17318389778,560.8577542729735,185.13989464545293,166.3843772820449,693.0000784520241,315.37229018644746,429.3210893819247,414.45489157467387,432.1307795628782,34.757708732821115,455.10275196938875,907.8927606758048,366.67414395423083,675.6256430035926,401.9271244602031,972.3548543051876,661.7398283814208,719.6922112372803,223.75838739815882,224.99006939887985,228.58163616486584,250.06548371650746,692.1294260791565,493.9752638659696,260.5123770760087,31.219185660253792,912.1845327300452,168.3683699112181,114.62150271333472,376.7240296981862,824.4296435680959,510.84459522588907,656.3073574344065,205.3788021477309,858.9878124535592,208.0089262797649,428.3786445414368,800.8906988550749,77.83473032297985,277.05734709412974,839.1299056262534,3.419492998817315
2000-01-04,745.3900774656372,706.9223696380234,193.48373020501597,522.4974523514823,160.11552720547695,694.5178597734633,531.8198808307508,625.4072665596776,633.8028327182941,552.6952763670329,199.5543781363888,172.76038402217426,721.1764216037303,301.9410954488295,413.47904114232597,413.2850048728732,425.9410190381821,34.85773579249272,467.51779904700487,906.1097127282687,333.9027264704818,687.0459521898231,426.35418043626805,987.1054230461151,667.0699853116602,714.1639527621628,223.25108916168958,220.80898750600758,232.03707311129116,238.20559103287022,711.686404972951,493.18899100271824,256.14343350181105,30.60711115768704,961.8929573202597,172.2907925889641,115.46174269204735,386.0228567308604,846.7877219245622,520.3635609454503,655.5016468179078,206.36851320638647,787.6901896995349,238.51558275446246,428.2204434432944,752.6119595608378,82.13927885207737,268.44481469992195,834.5218857438052,3.07651439282275
2000-01-05,712.8492937314724,705.1171169474801,185.16585042361345,489.488511303822,162.23919380606853,718.615579246222,531.7199341250225,605.8205806012567,637.9132478393254,545.5826646446583,190.68078678329744,166.5223865075516,688.9092222668464,304.80231741637346,425.0804114659301,414.5588509316099,485.1253568207146,34.63855534539912,446.9311993467661,911.6042810932657,344.734346297221,693.8617232926748,407.72024166027205,949.2758628503317,641.9168830339935,696.9786968312341,222.2798851520764,221.56257249750743,237.84589332440711,241.93265959814173,728.847005267941,498.1635133118365,254.98726894514581,31.61142546557751,1010.7304807892644,169.4396635494133,113.55395767858596,394.9263652982059,813.7528091543318,518.84796857439,654.6820513975008,198.34368500205318,838.8908614053543,229.78345924316002,428.14678483837935,787.5744974688278,81.12256271094633,271.44219646371454,830.3336614628406,3.246362111290539
2000-01-06,723.51912389945,730.0494141758949,195.13281352057544,495.24794032836024,163.74568127464906,723.7469553291148,531.4387579808732,645.4564626887932,636.3603933150798,552.3405068436175,198.42359306090898,165.96170371665897,711.9508741494154,297.4378509439438,423.9835001246951,415.8116109206463,414.1749216395165,34.672432887223266,461.09123787757255,912.0531384172097,346.48795287240165,704.7412770072525,413.3497412906362,989.8209802484204,676.0386264244379,724.6534592513494,222.4513763549689,216.28722392556398,229.31329513024,243.8283052830917,716.1386432629004,495.73826053821676,263.2693570203696,31.118065496531337,955.0819751238574,170.09694306464849,113.05144816287095,372.7407061747297,887.7938873016828,520.3332256296511,655.2975388993883,212.62466637286025,763.6109157893393,218.88810208856614,428.0225529312233,744.0402085478752,85.78700812790701,266.43041711392846,838.946469588202,2.9368769758058306
2000-01-07,786.7932154730568,724.3167769952271,193.80773183481688,495.84737443267267,163.84080101987647,739.1001260065818,533.0958974149688,603.7593464798647,634.6554638026568,544.9506136518879,172.57816828632292,169.56351875619728,715.4420430542948,312.41510234208096,427.12635330178034,414.4815095391205,437.27575149273974,34.47774282768854,459.6162493832552,909.3058714866337,342.9668320147648,667.6399172671437,407.2979280356114,970.6993390888474,650.825485411319,717.7547758128939,223.21109104284906,236.20072696770586,229.46750253395203,238.4642104437961,653.3134406104324,492.0880347313142,254.0374160523134,32.24641785784577,985.4179216595173,171.60565266733062,115.71985685780207,381.7443300207935,921.3613310359741,509.0379238420716,653.4192640317411,212.21354521744246,872.9706254793006,222.44330391129188,428.2514681991271,808.5238866148336,81.28308091208375,273.6137242719909,850.2620997981063,3.109335280786823
2000-01-10,740.1805994607784,696.1447266722046,191.19817375003146,539.9313122424514,165.01110995364732,733.6878189182845,530.611717841774,578.9907520230771,637.0030617634812,545.3394195949305,191.60198006424537,163.1325736048483,731.955851790485,291.06911852099614,423.4915459566537,415.31640497209406,484.96684946138237,34.58913781012896,462.98732778444804,903.8197621427827,323.7082951490455,651.639699601581,404.66656525502225,982.5468923526432,660.8702366766602,732.0376524291279,223.21858590697374,226.94909280628866,231.57054946538727,244.96620659512737,747.8575979567894,494.80252522792176,260.96269745952003,31.035548377553443,984.8009689047532,167.1874423455751,115.48510537541416,394.711731311183,866.9673436889756,516.0126726885374,655.7010355060856,204.35992635116554,845.1128434482379,225.95319809077117,428.1041729077962,774.4534841283609,85.4292999697553,269.0799784293922,877.1953628686705,2.8729454226314424
2000-01-11,768.6962915747039,696.9550122151912,192.75079909629406,549.7849700766004,161.93003668698108,744.7417936822328,530.5641645358039,609.700142629981,636.8748044606189,554.8996617523246,202.98024179201465,170.8944069098313,700.0105339596715,309.97106316341717,416.28739984979956,415.26049997900185,445.329119527666,34.301616103564434,455.40013260887883,900.4388436281491,361.6203554223413,680.2699387074845,432.7517211875634,984.9017769000624,642.9071778918949,687.0596586600021,222.9967647840575,226.91375775555446,233.5073334050256,249.36935505322714,676.5319419486256,496.34964029216843,250.73058810777422,31.255569178441355,956.6793356563198,169.02253807065787,116.0057807661335,384.8767194910084,897.7845578609033,508.9633958114984,655.9668657509495,199.13087565869856,772.27779620688,220.51136106321485,427.9863937634893,792.1361172792474,84.18698145454188,269.59541837268966,856.3429610715301,2.911312481929338
2000-01-12,759.4322357192196,711.6929975791752,198.12219464662712,550.5929187809754,165.75774108602502,694.9818301021253,531.9053726315581,590.0730934830448,636.0243283917863,554.5641225375072,203.69113968595207,171.4045950894591,709.2037172198148,296.00049183913734,415.43143955752043,413.3989897304518,438.69291079568444,34.5992704935278,461.9257115707494,908.3468951206739,342.2868680381303,666.9825430315678,414.75751549832296,945.5567397367398,678.4359311294792,723.9425655208124,220.82646423068195,227.46057058810595,237.25709945201635,244.81354629832245,715.3603533615887,495.98718559528106,249.0657955609264,32.87559552202934,972.8567213009154,167.7792859181375,115.10903165188546,387.80260276509523,870.7959944249006,517.7252478156826,657.2542386622775,196.4506552603065,797.2259152703838,230.1801781067081,427.97219614781784,741.4254661802506,85.38211796893536,270.63771755250144,875.4613337358794,2.6421632149989307
2000-01-13,758.5461865733281,710.6933468966927,195.02802613613858,540.0074125735534,169.05538174053092,709.646823228454,530.5670846465571,604.6971344652237,639.5649480176925,548.2609676739418,196.14153964318587,159.68413111139589,711.7850063083657,303.96591584996867,423.8543517216916,414.1352796637313,459.6045670697212,34.78567691655989,457.41728497273414,911.1494620828327,347.2047846969472,698.0342105404914,413.20028371207025,995.9942139812937,663.0107906906302,707.2854585844993,222.72900902067332,238.41649336930334,224.44836201566085,248.47045500259006,668.6952789184755,494.61923721867026,254.13304761202613,33.49278726437305,999.3739269836118,166.7996859443515,116.5884508493197,383.2862303016184,898.818728310918,523.2580800194554,658.5073337449489,187.63850755600987,880.3308290140346,232.19893826240818,427.67149877797175,784.9027518674939,79.33770736927873,268.9665178459872,852.1075278816197,2.5614034353075255
2000-01-14,675.5315773139091,715.8494609446429,188.21015374839496,536.0876691369617,162.62936104874836,735.3545105913797,531.5421865188462,589.2199778737354,643.5050496105088,544.0777118056707,195.33310207600493,168.9030844966979,691.1848722216861,301.1695270145081,423.55087698791806,415.94493276687484,460.1731656959306,34.539551524620734,455.7649420105166,913.5024398555264,320.48988179442915,682.9531236164873,415.91489411089225,942.7022631100277,631.4401704683066,719.2174377205251,219.96884755581627,229.49113721209582,221.74465351985506,239.63359987734097,698.5862451570921,497.06415604847626,259.9479010254751,32.33741449916356,1034.2140343416004,167.1496034488085,116.17869270503493,382.77454306508423,847.8873452518401,522.9277346863051,657.0183493786956,207.27565327998963,806.6994349259481,230.66568136077973,427.3535667999492,802.1340355851131,83.57876105057028,267.4038425504491,813.2749052538528,2.1811413814070484
2000-01-18,745.0454273203528,726.3381794346046,188.45498109347895,534.1692686946095,161.51683362733286,708.9034535929369,532.3040646372646,642.3239135229493,638.2058126047558,572.8423433678026,189.22686829612275,167.78264618940256,705.8396035750575,295.1866452158177,418.3268748633476,416.8672621996783,427.16079914213447,34.84976369094651,466.7191275717498,903.7848220266717,368.642210599676,699.0054420748937,407.2149304673826,993.2262553608947,629.3703327474319,698.3685053626924,221.21408408120104,230.6328377271195,243.56518466149308,249.88492817689098,715.4282223508661,494.0083940264534,261.4564263744863,32.39880008060163,973.5697856264552,168.69730082432775,115.0036447252743,388.8496215193002,873.9551545863476,509.1607400212099,657.1652552453829,200.8329501758995,841.332911714601,235.74941136073107,427.9643585870989,756.4194987719306,85.92337724223853,269.98354542585014,840.6223797198631,2.1768083161259746
